id,wikidataId,placeType,nameType,name,searchKey
https://d-nb.info/gnd/16013427-4,http://www.wikidata.org/entity/Q115441,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#preferredNameForThePlaceOrGeographicName,Provinz Sancti Spíritus,
https://d-nb.info/gnd/7672559-5,http://www.wikidata.org/entity/Q2003,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Terre-Neuve-et-Labrador,
https://d-nb.info/gnd/7672559-5,http://www.wikidata.org/entity/Q2003,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Neufundland und Labrador,
https://d-nb.info/gnd/7672559-5,http://www.wikidata.org/entity/Q2003,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Province of Newfoundland and Labrador,
https://d-nb.info/gnd/7672559-5,http://www.wikidata.org/entity/Q2003,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Niuvuanlaan ammalu Laapatua,
https://d-nb.info/gnd/7672559-5,http://www.wikidata.org/entity/Q2003,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#preferredNameForThePlaceOrGeographicName,Newfoundland and Labrador,
https://d-nb.info/gnd/16054731-3,None,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#preferredNameForThePlaceOrGeographicName,Katsina,
https://d-nb.info/gnd/6143068-7,None,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Kebbi State of Nigeria,
https://d-nb.info/gnd/6143068-7,None,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#preferredNameForThePlaceOrGeographicName,Kebbi,
https://d-nb.info/gnd/7715718-7,None,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Kakhyaṅ-praññ-nay,
https://d-nb.info/gnd/7715718-7,None,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Kachin State,
https://d-nb.info/gnd/7715718-7,None,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Kachin,
https://d-nb.info/gnd/7715718-7,None,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#preferredNameForThePlaceOrGeographicName,Kachinstaat,
https://d-nb.info/gnd/7727140-3,None,https://d-nb.info/standards/elementset/gnd#MemberState,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Kanton Bosnisches Podrinje,
