id,wikidataId,placeType,nameType,name,lowercaseName
https://d-nb.info/gnd/19826-2,http://www.wikidata.org/entity/Q2670092,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#preferredNameForThePlaceOrGeographicName,Ceylon,ceylon
https://d-nb.info/gnd/43683-5,None,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,British Solomon Islands (Protektorat),british solomon islands (protektorat)
https://d-nb.info/gnd/43683-5,None,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Salomonen (Protektorat),salomonen (protektorat)
https://d-nb.info/gnd/43683-5,None,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Salomoninseln (Protektorat),salomoninseln (protektorat)
https://d-nb.info/gnd/43683-5,None,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,British Solomon Islands Protectorate,british solomon islands protectorate
https://d-nb.info/gnd/43683-5,None,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Solomon Islands (Protektorat),solomon islands (protektorat)
https://d-nb.info/gnd/43683-5,None,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,B.S.I.P.,b.s.i.p.
https://d-nb.info/gnd/43683-5,None,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#preferredNameForThePlaceOrGeographicName,British Solomon Islands,british solomon islands
https://d-nb.info/gnd/44075-9,None,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Gilbertinseln (1977 - 1979),gilbertinseln (1977 - 1979)
https://d-nb.info/gnd/44075-9,None,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#preferredNameForThePlaceOrGeographicName,Gilbert Islands,gilbert islands
https://d-nb.info/gnd/45879-X,http://www.wikidata.org/entity/Q15102440,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Königreich der Serben Kroaten und Slowenen,königreich der serben kroaten und slowenen
https://d-nb.info/gnd/45879-X,http://www.wikidata.org/entity/Q15102440,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Königreich Serbien Kroatien und Slowenien,königreich serbien kroatien und slowenien
https://d-nb.info/gnd/45879-X,http://www.wikidata.org/entity/Q15102440,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,SHS-Königreich,shs-königreich
https://d-nb.info/gnd/45879-X,http://www.wikidata.org/entity/Q15102440,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Staat der Serben Kroaten und Slowenen,staat der serben kroaten und slowenen
https://d-nb.info/gnd/45879-X,http://www.wikidata.org/entity/Q15102440,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Kraljevina Srba Hrvata i Slovenaca,kraljevina srba hrvata i slovenaca
https://d-nb.info/gnd/45879-X,http://www.wikidata.org/entity/Q15102440,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Kraljevina Srbov Hrvatov in Slovencev,kraljevina srbov hrvatov in slovencev
https://d-nb.info/gnd/45879-X,http://www.wikidata.org/entity/Q15102440,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Srpska-Hrvatska-Slovenija,srpska-hrvatska-slovenija
https://d-nb.info/gnd/45879-X,http://www.wikidata.org/entity/Q15102440,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Kraljevstvo Srba Hrvata i Slovenaca,kraljevstvo srba hrvata i slovenaca
https://d-nb.info/gnd/45879-X,http://www.wikidata.org/entity/Q15102440,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Kraljestvo Srba Hrvata i Slovenaca,kraljestvo srba hrvata i slovenaca
https://d-nb.info/gnd/45879-X,http://www.wikidata.org/entity/Q15102440,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Kraljevina SHS,kraljevina shs
https://d-nb.info/gnd/45879-X,http://www.wikidata.org/entity/Q15102440,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Royaume des Serbes Croates et Slovènes,royaume des serbes croates et slovènes
https://d-nb.info/gnd/45879-X,http://www.wikidata.org/entity/Q15102440,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Kraljèvina Srpsko-Hrvatsko-Slovensko,kraljèvina srpsko-hrvatsko-slovensko
https://d-nb.info/gnd/45879-X,http://www.wikidata.org/entity/Q15102440,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Kraljevina Srba Hrvata in Slovenacev,kraljevina srba hrvata in slovenacev
https://d-nb.info/gnd/45879-X,http://www.wikidata.org/entity/Q15102440,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Kraljestvo Serba Hrvata i Slovenaca,kraljestvo serba hrvata i slovenaca
https://d-nb.info/gnd/45879-X,http://www.wikidata.org/entity/Q15102440,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#preferredNameForThePlaceOrGeographicName,SHS-Staat,shs-staat
https://d-nb.info/gnd/61014-8,http://www.wikidata.org/entity/Q752431,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,New Hebrides,new hebrides
https://d-nb.info/gnd/61014-8,http://www.wikidata.org/entity/Q752431,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Condominium des Nouvelles Hébrides,condominium des nouvelles hébrides
https://d-nb.info/gnd/61014-8,http://www.wikidata.org/entity/Q752431,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Nouvelles Hébrides,nouvelles hébrides
https://d-nb.info/gnd/61014-8,http://www.wikidata.org/entity/Q752431,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Neu-Hebriden,neu-hebriden
https://d-nb.info/gnd/61014-8,http://www.wikidata.org/entity/Q752431,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,New Hebrides Condominium,new hebrides condominium
https://d-nb.info/gnd/61014-8,http://www.wikidata.org/entity/Q752431,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Nouvelles-Hébrides,nouvelles-hébrides
https://d-nb.info/gnd/61014-8,http://www.wikidata.org/entity/Q752431,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,New Hebrides Anglo-French Condominium,new hebrides anglo-french condominium
https://d-nb.info/gnd/61014-8,http://www.wikidata.org/entity/Q752431,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Anglo-French Condominium of the New Hebrides,anglo-french condominium of the new hebrides
https://d-nb.info/gnd/61014-8,http://www.wikidata.org/entity/Q752431,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#preferredNameForThePlaceOrGeographicName,Neue Hebriden,neue hebriden
https://d-nb.info/gnd/120375-7,None,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Sayam,sayam
https://d-nb.info/gnd/120375-7,None,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Siem,siem
https://d-nb.info/gnd/120375-7,None,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Sejem,sejem
https://d-nb.info/gnd/120375-7,None,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#preferredNameForThePlaceOrGeographicName,Siam,siam
https://d-nb.info/gnd/123613-1,None,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Komoren (Territoire d'Outre-Mer),komoren (territoire d'outre-mer)
https://d-nb.info/gnd/123613-1,None,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Territoire des Comores,territoire des comores
https://d-nb.info/gnd/123613-1,None,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Territoire d'Outre-Mer des Comores,territoire d'outre-mer des comores
https://d-nb.info/gnd/123613-1,None,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#preferredNameForThePlaceOrGeographicName,Comores (Territoire d'Outre-Mer),comores (territoire d'outre-mer)
https://d-nb.info/gnd/133557-1,None,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,St. Christopher und Nevis,st. christopher und nevis
https://d-nb.info/gnd/133557-1,None,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Saint Christopher and Nevis,saint christopher and nevis
https://d-nb.info/gnd/133557-1,None,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,St. Christopher and Nevis,st. christopher and nevis
https://d-nb.info/gnd/133557-1,None,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Saint Christopher- Nevis,saint christopher- nevis
https://d-nb.info/gnd/133557-1,None,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Associated State of Saint Christopher and Nevis,associated state of saint christopher and nevis
https://d-nb.info/gnd/133557-1,None,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#preferredNameForThePlaceOrGeographicName,Saint Christopher und Nevis,saint christopher und nevis
https://d-nb.info/gnd/134320-8,http://www.wikidata.org/entity/Q189988,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Empire Centrafricain,empire centrafricain
https://d-nb.info/gnd/134320-8,http://www.wikidata.org/entity/Q189988,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Central African Empire,central african empire
https://d-nb.info/gnd/134320-8,http://www.wikidata.org/entity/Q189988,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#preferredNameForThePlaceOrGeographicName,Zentralafrikanisches Kaiserreich,zentralafrikanisches kaiserreich
https://d-nb.info/gnd/272359-1,None,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Saint Kitts- Nevis-Anguilla,saint kitts- nevis-anguilla
https://d-nb.info/gnd/272359-1,None,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Saint Christopher,saint christopher
https://d-nb.info/gnd/272359-1,None,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Saint Kitts,saint kitts
https://d-nb.info/gnd/272359-1,None,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Saint Christopher Nevis and Anguilla,saint christopher nevis and anguilla
https://d-nb.info/gnd/272359-1,None,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#preferredNameForThePlaceOrGeographicName,Saint Christopher- Nevis-Anguilla,saint christopher- nevis-anguilla
https://d-nb.info/gnd/1001254-0,None,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Böhmen und Mähren (1969 - 1990),böhmen und mähren (1969 - 1990)
https://d-nb.info/gnd/1001254-0,None,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Česká Socialistická Republika,česká socialistická republika
https://d-nb.info/gnd/1001254-0,None,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Czech Socialist Republic,czech socialist republic
https://d-nb.info/gnd/1001254-0,None,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#preferredNameForThePlaceOrGeographicName,Česká SR,česká sr
https://d-nb.info/gnd/1017457-6,None,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Zaïre Republic,zaïre republic
https://d-nb.info/gnd/1017457-6,None,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,République du Zaïre,république du zaïre
https://d-nb.info/gnd/1017457-6,None,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Republik Zaïre,republik zaïre
https://d-nb.info/gnd/1017457-6,None,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Zaire,zaire
https://d-nb.info/gnd/1017457-6,None,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#preferredNameForThePlaceOrGeographicName,Zaïre,zaïre
https://d-nb.info/gnd/1035027-5,http://www.wikidata.org/entity/Q1852345,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Trucial States,trucial states
https://d-nb.info/gnd/1035027-5,http://www.wikidata.org/entity/Q1852345,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,ʿUmān aṣ-Ṣulḥ,ʿumān aṣ-ṣulḥ
https://d-nb.info/gnd/1035027-5,http://www.wikidata.org/entity/Q1852345,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Befriedetes Oman,befriedetes oman
https://d-nb.info/gnd/1035027-5,http://www.wikidata.org/entity/Q1852345,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Trucial Sheikhdoms,trucial sheikhdoms
https://d-nb.info/gnd/1035027-5,http://www.wikidata.org/entity/Q1852345,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Trucial Oman,trucial oman
https://d-nb.info/gnd/1035027-5,http://www.wikidata.org/entity/Q1852345,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#preferredNameForThePlaceOrGeographicName,al- Imārāt al-Mutaṣāliḥa,al- imārāt al-mutaṣāliḥa
https://d-nb.info/gnd/2008993-4,http://www.wikidata.org/entity/Q1206012,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Deutschland (Deutsches Reich),deutschland (deutsches reich)
https://d-nb.info/gnd/2008993-4,http://www.wikidata.org/entity/Q1206012,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Deutsche Sozialistische Republik,deutsche sozialistische republik
https://d-nb.info/gnd/2008993-4,http://www.wikidata.org/entity/Q1206012,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Sozialistische Republik (Deutsches Reich),sozialistische republik (deutsches reich)
https://d-nb.info/gnd/2008993-4,http://www.wikidata.org/entity/Q1206012,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Germanija (Deutsches Reich),germanija (deutsches reich)
https://d-nb.info/gnd/2008993-4,http://www.wikidata.org/entity/Q1206012,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Germany (Deutsches Reich),germany (deutsches reich)
https://d-nb.info/gnd/2008993-4,http://www.wikidata.org/entity/Q1206012,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Allemagne (Deutsches Reich),allemagne (deutsches reich)
https://d-nb.info/gnd/2008993-4,http://www.wikidata.org/entity/Q1206012,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Das Deutsche Reich,das deutsche reich
https://d-nb.info/gnd/2008993-4,http://www.wikidata.org/entity/Q1206012,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Deutschland (Deutscher Bund 1871),deutschland (deutscher bund 1871)
https://d-nb.info/gnd/2008993-4,http://www.wikidata.org/entity/Q1206012,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Vokietija,vokietija
https://d-nb.info/gnd/2008993-4,http://www.wikidata.org/entity/Q1206012,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Deutschland (1871-1945),deutschland (1871-1945)
https://d-nb.info/gnd/2008993-4,http://www.wikidata.org/entity/Q1206012,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#preferredNameForThePlaceOrGeographicName,Deutsches Reich,deutsches reich
https://d-nb.info/gnd/2033898-3,http://www.wikidata.org/entity/Q150981,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Deutschland (1866-1871),deutschland (1866-1871)
https://d-nb.info/gnd/2033898-3,http://www.wikidata.org/entity/Q150981,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Zwia̜zek Północno-Niemiecki,zwia̜zek północno-niemiecki
https://d-nb.info/gnd/2033898-3,http://www.wikidata.org/entity/Q150981,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Deutscher Bund (Norddeutscher Bund),deutscher bund (norddeutscher bund)
https://d-nb.info/gnd/2033898-3,http://www.wikidata.org/entity/Q150981,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,North German Union,north german union
https://d-nb.info/gnd/2033898-3,http://www.wikidata.org/entity/Q150981,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,North German Confederation,north german confederation
https://d-nb.info/gnd/2033898-3,http://www.wikidata.org/entity/Q150981,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Deutschland (Norddeutscher Bund),deutschland (norddeutscher bund)
https://d-nb.info/gnd/2033898-3,http://www.wikidata.org/entity/Q150981,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#preferredNameForThePlaceOrGeographicName,Norddeutscher Bund,norddeutscher bund
https://d-nb.info/gnd/2035457-5,http://www.wikidata.org/entity/Q12548,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Heiliges Römisches Reich Deutscher Nation,heiliges römisches reich deutscher nation
https://d-nb.info/gnd/2035457-5,http://www.wikidata.org/entity/Q12548,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,HRR,hrr
https://d-nb.info/gnd/2035457-5,http://www.wikidata.org/entity/Q12548,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,H. R. R.,h. r. r.
https://d-nb.info/gnd/2035457-5,http://www.wikidata.org/entity/Q12548,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Imperium Romanum,imperium romanum
https://d-nb.info/gnd/2035457-5,http://www.wikidata.org/entity/Q12548,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Sacrum Romanum Imperium,sacrum romanum imperium
https://d-nb.info/gnd/2035457-5,http://www.wikidata.org/entity/Q12548,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Römisch-Deutsches Reich,römisch-deutsches reich
https://d-nb.info/gnd/2035457-5,http://www.wikidata.org/entity/Q12548,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Deutschland (Heiliges Römisches Reich),deutschland (heiliges römisches reich)
https://d-nb.info/gnd/2035457-5,http://www.wikidata.org/entity/Q12548,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Deutschland (Römisch-Deutsches Reich),deutschland (römisch-deutsches reich)
https://d-nb.info/gnd/2035457-5,http://www.wikidata.org/entity/Q12548,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Deutschland (-1806),deutschland (-1806)
https://d-nb.info/gnd/2035457-5,http://www.wikidata.org/entity/Q12548,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#variantNameForThePlaceOrGeographicName,Altes Reich,altes reich
https://d-nb.info/gnd/2035457-5,http://www.wikidata.org/entity/Q12548,https://d-nb.info/standards/elementset/gnd#Country,https://d-nb.info/standards/elementset/gnd#preferredNameForThePlaceOrGeographicName,Heiliges Römisches Reich,heiliges römisches reich
